Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
60524,2006,04/03/2007,Greenwich,114 CAT ROCK RD,1502130.0,2050000.0,0.732746341,Single Family,Single Family,08 - Part Interest,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.18448 41.20046)
40500,2004,12/03/2004,New Haven,43 CHESTNUT ST 304,0.0,269900.0,0.0,Single Family,Single Family,7,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.91566 41.30207)
51123,2005,07/19/2006,Bristol,55-57 MILLS ST,99220.0,194000.0,0.511443299,Single Family,Single Family,7,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.91566 41.30207)
11734,2001,08/12/2002,Danbury,12 LOCUST AVE,125900.0,162000.0,0.777160494,Single Family,Single Family,7,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.43995 41.40046)
20032,2002,10/07/2002,Manchester,220 BELLA VIS LN,213600.0,399800.0,0.534267134,Single Family,Single Family,7.0,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.43995 41.40046)
50784,2005,07/07/2006,Torrington,123 SETTLERS LN,88500.0,169900.0,0.520894644,Single Family,Single Family,7.0,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.43995 41.40046)
90825,2009,05/13/2010,Waterbury,607 SYLVAN AVE,85760.0,65000.0,1.319384615,Single Family,Single Family,14 - Foreclosure,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.02212 41.53326)
160721,2016,03/27/2017,Norwalk,25 MELBOURNE RD,322630.0,400000.0,0.806575,Single Family,Single Family,14 - Foreclosure,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.02212 41.53326)
200279,2020,11/23/2020,Norwalk,199 GREGORY BLVD UNIT B/05,381094.0,620000.0,0.6146,Residential,Condo,14 - Foreclosure,3-74-1-B/05 & 3-74-1-10 - SALES PRICE INCLS. GARAGE UNIT,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
200386,2020,04/13/2021,East Haven,112 HIGH ST,225870.0,55000.0,4.1067,Residential,Single Family,08 - Part Interest,PARTIAL INTEREST SALE & SALE INCLUDES 114 HIGH ST WITH ASSESSED VALUE OF 130430,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
90005,2009,10/14/2009,Watertown,59 PEPPERIDGE TREE RD,176400.0,117500.0,1.501276596,Single Family,Single Family,08 - Part Interest,PARTIAL INTEREST SALE & SALE INCLUDES 114 HIGH ST WITH ASSESSED VALUE OF 130430,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
90818,2009,05/18/2010,Stamford,1622 SHIPPAN AVENUE,614870.0,485000.0,1.267773196,Single Family,Single Family,08 - Part Interest,PARTIAL INTEREST SALE & SALE INCLUDES 114 HIGH ST WITH ASSESSED VALUE OF 130430,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
170268,2017,05/30/2018,Madison,438 DURHAM RD,315400.0,549000.0,0.5744,Single Family,Single Family,08 - Part Interest,PARTIAL INTEREST SALE & SALE INCLUDES 114 HIGH ST WITH ASSESSED VALUE OF 130430,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
12275,2012,02/19/2013,Fairfield,76 PAUL PLACE,335300.0,925000.0,0.362486486,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
40223,2004,12/09/2004,Westport,22 CRESCENT RD,661700.0,1050000.0,0.630190476,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
30104,2003,01/28/2004,Old Lyme,49 SILL LN,237200.0,475000.0,0.499368421,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
90573,2009,04/27/2010,New Haven,73 NICOLL ST,214480.0,327600.0,0.654700855,Two Family,Two Family,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
162068,2016,12/19/2016,Shelton,28 MEADOW LAKE DR,143640.0,249000.0,0.57686747,Condo,Condo,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
30883,2003,07/16/2004,Middletown,404 CAMBRIDGE CMNS,92240.0,184000.0,0.501304348,Condo,Condo,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
80242,2008,02/27/2009,Manchester,172 SOUTH MAIN STREET,156600.0,198500.0,0.788916877,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.39901 41.08868)
220407,2022,08/07/2023,Westport,1 DONALD DRIVE,602300.0,1527000.0,0.3944,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.322086992 41.139881984)
90381,2009,04/05/2010,Milford,200 RED ROOT LANE,324670.0,175800.0,1.846814562,Single Family,Single Family,08 - Part Interest,NEW CONSTRUCTION,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.322086992 41.139881984)
120193,2012,12/18/2012,Greenwich,"40 WEST ELM STREET,UNIT 4D,PKG",670390.0,1700000.0,0.394347059,Condo,Condo,24 - Plottage,01-2698/s & 01-3055/s attorney confirmed useable sale,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.322086992 41.139881984)
10443,2001,02/07/2002,Hamden,2390 STATE ST U2T,37450.0,72500.0,0.516551724,Condo,Condo,24 - Plottage,01-2698/s & 01-3055/s attorney confirmed useable sale,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.322086992 41.139881984)
190096,2019,05/26/2020,Weston,42 LORDS HIGHWAY,1829517.0,1400000.0,1.3068,Single Family,Single Family,24 - Plottage,01-2698/s & 01-3055/s attorney confirmed useable sale,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.322086992 41.139881984)
60329,2006,09/25/2007,Monroe,17 WOODLAWN RD,209650.0,403000.0,0.520223325,Single Family,Single Family,24 - Plottage,01-2698/s & 01-3055/s attorney confirmed useable sale,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.322086992 41.139881984)
12667,2001,08/30/2002,Bridgeport,520 VINCELLETTE ST U C2,38640.0,105000.0,0.368,Single Family,Single Family,24 - Plottage,01-2698/s & 01-3055/s attorney confirmed useable sale,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.322086992 41.139881984)
800698,2008,09/02/2009,Bristol,370 EMMETT ST UN 7-1,150500.0,259900.0,0.579068873,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.90889 41.66327)
2100340,2021,12/29/2021,Stratford,735 JUDSON PLACE,135940.0,325000.0,0.4182,Residential,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.125407981 41.191056017)
21408,2002,09/08/2003,Hartford,353-355 CAPITOL AVE,101640.0,220000.0,0.462,Residential,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.125407981 41.191056017)
12025,2012,10/30/2012,Bloomfield,70 MARGUERITE AVE,78890.0,82500.0,0.956242424,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.125407981 41.191056017)
200490,2020,06/28/2021,New Canaan,46 GRACE ST,779450.0,1310000.0,0.595,Residential,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.48968 41.13162)
40791,2004,04/11/2005,New Britain,421 ALLEN ST 8B,43190.0,85000.0,0.508117647,Residential,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.48968 41.13162)
120000,2012,10/01/2012,Weston,37 HACKBERRY LANE,527300.0,590000.0,0.893728814,Single Family,Single Family,03 - Inter Corporation,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.48968 41.13162)
140340,2014,08/03/2015,Avon,19 STOCKBRIDGE DRIVE,965930.0,1275000.0,0.757592157,Single Family,Single Family,03 - Inter Corporation,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.48968 41.13162)
180220,2018,09/23/2019,Old Lyme,8 STRAWBERRY LA,229400.0,395000.0,0.580759494,Single Family,Single Family,03 - Inter Corporation,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.48968 41.13162)
60687,2006,05/22/2007,Hamden,887 DIXWELL AVE,33600.0,13333.0,2.520063002,Single Family,Single Family,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.93521 41.33739)
60100,2006,07/12/2007,Lebanon,26 COUNTRY LN,216640.0,400000.0,0.5416,Single Family,Single Family,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.28392 41.6319)
60062,2006,11/30/2006,Rocky Hill,1301 HARBOUR VW DR,48930.0,110000.0,0.444818182,Condo,Condo,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.28392 41.6319)
190442,2019,09/28/2020,Newington,35 2C WOODSEDGE DR,54620.0,92800.0,0.5886,Condo,Condo,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.28392 41.6319)
50358,2005,07/24/2006,Berlin,52 CHRISTIAN LN,116800.0,230000.0,0.507826087,Condo,Condo,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.28392 41.6319)
14044,2014,01/28/2015,Derby,15 HAWTHORNE PLACE,78470.0,80000.0,0.980875,Condo,Condo,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.28392 41.6319)
13229,2013,09/19/2014,Montville,11 NEW HAMPSHIRE LN,118850.0,195000.0,0.609487179,Single Family,Single Family,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.28392 41.6319)
1500173,2015,03/22/2016,Guilford,401 THREE CORNERS RD,347300.0,490000.0,0.70877551,Single Family,Single Family,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.28392 41.6319)
2101435,2021,05/03/2022,Stamford,71 NOBLE STREET,285070.0,525000.0,0.5429,Residential,Single Family,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.550161009 41.034784988)
40332,2004,09/06/2005,Canton,86 DYER AVE,129830.0,300000.0,0.432766667,Residential,Single Family,08 - Part Interest,SALE OF FORECLOSED PROPERTY.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.92014 41.82878)
200648,2020,07/30/2021,Groton,111 INDIAN FIELD RD,100240.0,215000.0,0.466232558,Residential,Single Family,10 - A Will,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.02688 41.35052)
140086,2014,11/24/2014,Norwich,34 NORTH CLIFF ST,75500.0,60000.0,1.258333333,Two Family,Two Family,08 - Part Interest,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.02688 41.35052)
41075,2004,08/24/2005,Manchester,448 10 MIDDLE TPKE W,14500.0,57000.0,0.254385965,Two Family,Two Family,08 - Part Interest,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.02688 41.35052)
1904845,2019,05/08/2020,Greenwich,69 TCONIC RD,1413860.0,1700000.0,0.8317,Single Family,Single Family,14 - Foreclosure,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.62238 41.08991)
20012,2002,10/08/2002,Brookfield,21 LONG MEADOW HL RD,87440.0,140000.0,0.624571429,Single Family,Single Family,14 - Foreclosure,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.62238 41.08991)
20115,2002,08/09/2003,North Stonington,567 PENDLETON HL RD,146440.0,349900.0,0.418519577,Single Family,Single Family,17.0,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.62238 41.08991)
120137,2012,05/28/2013,Ellington,48 ARDSLEY LN,206130.0,255000.0,0.808352941,Condo,Condo,17.0,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.62238 41.08991)
11007,2011,10/07/2011,Thomaston,247 HUMISTON CIRCLE,143920.0,208500.0,0.690263789,Single Family,Single Family,17.0,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.07772 41.68958)
160124,2016,04/24/2017,Putnam,37 WALNUT ST,80300.0,145000.0,0.553793103,Single Family,Single Family,17.0,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.07772 41.68958)
40044,2004,12/28/2004,Marlborough,BROOKS XING,83760.0,190000.0,0.440842105,Single Family,Single Family,17.0,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.07772 41.68958)
50238,2005,02/24/2006,Windsor,274 HIGH PATH RD,66920.0,131500.0,0.508897338,Single Family,Single Family,17.0,SOLD AFTER DEATH OF RES BY EXEC DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.07772 41.68958)
90045,2009,10/16/2009,Milford,77 FOREST ROAD U C,246230.0,216000.0,1.139953704,Condo,Condo,25 - Other,LOW SALE - ESTATE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.07772 41.68958)
20249,2020,07/22/2021,Thompson,0 ELM AVE,1100.0,615000.0,0.0017,Vacant Land,Condo,24 - Plottage,LOW SALE - ESTATE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.8375 42.01254)
90179,2009,06/16/2010,Montville,10 PARTRIDGE HOLLOW,199900.0,265000.0,0.754339623,Single Family,Single Family,24 - Plottage,LOW SALE - ESTATE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.8375 42.01254)
181029,2018,04/05/2019,Bridgeport,141 ROCTON AVE,139070.0,260000.0,0.5348,Two Family,Two Family,24 - Plottage,LOW SALE - ESTATE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.8375 42.01254)
61219,2006,03/15/2007,Bridgeport,221 OAK ST,166014.0,395000.0,0.420288608,Three Family,Three Family,24 - Plottage,LOW SALE - ESTATE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.8375 42.01254)
223252,2022,04/17/2023,Newington,66 DALEWOOD RD,145260.0,210000.0,0.6917,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.716993966 41.703964999)
210818,2021,05/23/2022,West Hartford,40 SELDEN HILL DRIVE,229023.0,450000.0,0.5089,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.773197979 41.74008899)
190367,2019,11/27/2019,Bridgeport,79-B MENCEL CIRCLE,36950.0,4584.0,8.0606,Condo,Condo,08 - Part Interest,NOT BETWEEN A WILLING BUYER AND SELLER,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.773197979 41.74008899)
2200134,2022,01/19/2023,East Haven,99 COE AVE,205170.0,320000.0,0.6411,Residential,Single Family,08 - Part Interest,NOT BETWEEN A WILLING BUYER AND SELLER,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.870825023 41.24948002)
130359,2013,12/30/2013,Waterbury,45 WELTON ST,39640.0,10000.0,3.964,Three Family,Three Family,09 - Tax,NOT BETWEEN A WILLING BUYER AND SELLER,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.870825023 41.24948002)
90278,2009,09/30/2010,Madison,55 ISLAND AVENUE,744100.0,780000.0,0.953974359,Single Family,Single Family,08 - Part Interest,sale of partial interest to family trust.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.60046 41.27534)
140378,2014,12/29/2014,Waterbury,827 ORONOKE RD #3-6,60380.0,60900.0,0.991461412,Condo,Condo,14 - Foreclosure,sale of partial interest to family trust.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.60046 41.27534)
170077,2017,11/10/2017,Wethersfield,127 DIX RD,155300.0,259900.0,0.597537514,Single Family,Single Family,14 - Foreclosure,sale of partial interest to family trust.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.60046 41.27534)
19036,2001,05/23/2002,South Windsor,98 SWEET MDW,4170.0,100000.0,0.0417,Single Family,Single Family,28,sale of partial interest to family trust.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.60046 41.27534)
40516,2004,07/19/2005,Southbury,HERITAGE CREST UT 8D,165120.0,320000.0,0.516,Single Family,Single Family,28,sale of partial interest to family trust.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.60046 41.27534)
900232,2009,07/26/2010,Berlin,24 NORTON LN,213800.0,340000.0,0.628823529,Single Family,Single Family,28,sale of partial interest to family trust.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.60046 41.27534)
211892,2021,07/13/2022,Bridgeport,158 JONES AVE,88542.0,185110.0,0.4783,Residential,Two Family,25 - Other,FLIP,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.19952496 41.183664981)
220377,2022,03/10/2023,New Haven,47 LONGHINI LA,18270.0,462500.0,0.0395,Industrial,Two Family,25 - Other,IND LAND,SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.950541029 41.295243996)
10208,2001,03/04/2002,New London,79 WILLETTS AVE,44310.0,93900.0,0.471884984,Industrial,Two Family,25 - Other,IND LAND,SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.950541029 41.295243996)
60160,2006,12/15/2006,Naugatuck,35 TAWNY THRUSH RD,102230.0,235000.0,0.435021277,Single Family,Single Family,25 - Other,IND LAND,SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.950541029 41.295243996)
50180,2005,02/27/2006,Wethersfield,27 CLAYTON DR,137900.0,239900.0,0.574822843,Single Family,Single Family,25 - Other,IND LAND,SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.950541029 41.295243996)
50863,2005,03/23/2006,Norwalk,19 CROOKED TRL RD,558870.0,850000.0,0.657494118,Single Family,Single Family,08 - Part Interest,IND LAND,SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-73.21047 41.1963)
130001,2013,10/01/2013,Manchester,23 SUMMIT STREET,65600.0,97000.0,0.67628866,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-73.21047 41.1963)
2000030,2020,10/20/2020,Cheshire,34 PEHR LANE,151020.0,285000.0,0.5298,Residential,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.92789 41.5189)
170551,2017,09/24/2018,Cheshire,252 FARM MEADOW LANE,263730.0,410000.0,0.6432,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.92789 41.5189)
180822,2018,06/20/2019,Middletown,308 FARM HILL RD,128090.0,204000.0,0.6278,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.64992 41.53659)
130021,2013,11/27/2013,North Branford,1 LOEBER PL,137600.0,255000.0,0.539607843,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.64992 41.53659)
40326,2004,01/28/2005,Torrington,E FARMS RD UA6,43000.0,80000.0,0.5375,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.64992 41.53659)
180161,2018,06/28/2019,Oxford,99 COUNTRY CLUB DR,1890000.0,3670000.0,0.5149,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.64992 41.53659)
62213,2006,04/30/2007,Waterbury,43 OLDHAM AVE,80920.0,173900.0,0.465324899,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.64992 41.53659)
70213,2007,07/14/2008,Brookfield,2 TREMONT LN,427470.0,585000.0,0.730717949,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.64992 41.53659)
140074,2014,05/01/2015,Haddam,27 OLD TURNPIKE RD,392740.0,640000.0,0.61365625,Single Family,Single Family,08 - Part Interest,"PER TOWN SITE ASSESS = $65,600, SUBMITTED AS $93,800 MARKET VALUE",SOLD THROUGH TWO SEPARATE DEEDS. LOW ASSESSED VALUE. 1.46 ACRE INDUSTRIAL LOT.,POINT (-72.48853 41.46786)
